rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
8,263518,2025-11-23T19:45:00.000Z,Lille vs Paris FC,Lille -0.5,-175,1,76,"Lille strong home favorite (-155 ML) against weaker opposition. Should control match",2-0,1,0,0,0,0,0,-155,400,310,2.5,-147,111,-0.5,-175,0.5,120,2025-11-23T18:30:00Z
9,263519,2025-11-23T16:15:00.000Z,Brest vs Metz,Brest -0.5,-135,1,74,"Brest home favorite (-125 ML) with reasonable spread odds. Metz poor away record",2-1,1,0,0,0,0,0,-125,330,280,2.5,-134,101,-0.5,-135,0.5,-105,2025-11-23T18:30:00Z
10,281952,2025-11-24T00:45:00.000Z,Union vs NYCFC,Union -0.5,-120,1,72,"Union home favorite (-115 ML) in MLS playoff. Home advantage in knockout match",2-1,1,0,0,0,0,0,-115,290,250,2.5,-109,-119,-0.5,-120,0.5,-118,2025-11-23T18:30:00Z
1,265703,2025-11-25T20:00:00.000Z,Man City vs Leverkusen,Man City -1.5,-165,3,95,"Man City massive home favorite (-450 ML) in Champions League. Historical success with strong home favorites covering spreads",3-0,1,0,0,0,0,0,-450,1100,550,3.5,-110,-114,-1.5,-165,1.5,130,2025-11-24T14:20:00Z
2,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-168,3,92,"Aston Villa huge home favorite (-500 ML) against weaker European opposition. Should dominate at home",3-0,1,0,0,0,0,0,-500,1150,600,3.5,-100,-129,-1.5,-168,1.5,130,2025-11-24T14:20:00Z
3,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-135,3,90,"Liverpool strong home favorite (-325 ML) in European competition. Anfield advantage crucial",3-1,1,0,0,0,0,0,-325,725,500,3.5,-122,-106,-1.5,-135,1.5,-105,2025-11-24T14:20:00Z
4,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-115,2,88,"Copenhagen heavy home favorite (-295 ML) against weaker opposition. Historical success with similar picks",2-0,1,0,0,0,0,0,-295,760,425,3.5,122,-165,-1.5,-115,1.5,-120,2025-11-24T14:20:00Z
5,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Galatasaray -0.5,-185,2,85,"Galatasaray strong home favorite (-159 ML) in European competition. Home advantage proven valuable",2-0,1,0,0,0,0,0,-159,400,330,3.5,125,-173,-0.5,-185,0.5,130,2025-11-24T14:20:00Z
6,263510,2025-11-24T19:45:00.000Z,Sassuolo vs Pisa,Sassuolo -0.5,-102,2,83,"Sassuolo home favorite with excellent near-even money value. Historical success with similar picks",2-1,1,0,0,0,0,0,105,290,215,2.5,122,-161,-0.5,-102,0.5,-140,2025-11-24T14:20:00Z
7,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord -0.5,-160,2,81,"Feyenoord solid home favorite (-145 ML) in European competition. Strong home form",2-1,1,0,0,0,0,0,-145,345,320,2.5,-177,136,-0.5,-160,0.5,115,2025-11-24T14:20:00Z
8,263501,2025-11-24T20:00:00.000Z,Espanyol vs Sevilla,Espanyol -0.5,-110,1,78,"Espanyol home favorite with good value. Sevilla inconsistent away from home",2-1,1,0,0,0,0,0,100,290,236,2.5,109,-140,-0.5,-110,0.5,-130,2025-11-24T14:20:00Z
9,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U -0.5,-140,1,76,"Man U home favorite (-125 ML) with reasonable spread odds. Home advantage at Old Trafford",2-1,1,0,0,0,0,0,-125,320,290,2.5,-141,110,-0.5,-140,0.5,-105,2025-11-24T14:20:00Z
10,265904,2025-11-27T17:45:00.000Z,Lille vs Zagreb,Lille -0.5,-175,1,74,"Lille strong home favorite (-163 ML) in European competition. Should control match",2-0,1,0,0,0,0,0,-163,400,320,2.5,-155,117,-0.5,-175,0.5,130,2025-11-24T14:20:00Z
